s_id,s_name,phone_number,email,dep_name,birth_date,learning_year,d_name
5707309,Reilly Pennaman,295-575-2598,rpennaman7a@sun.com,'anthropology',5/3/1999,4,Pennaman
7170739,Carson Kynvin,290-359-3456,ckynvin7b@dailymail.co.uk,'art',11/23/1990,4,Kynvin
6213938,Berni Dubois,274-333-7548,bdubois7c@bbc.co.uk,'history',6/6/1979,3,Dubois
2194718,Claiborn Dominique,601-757-5934,cdominique7d@wp.com,'geographics',4/10/1960,2,Dominique
2126219,Brooks Bennett,383-658-6465,bbennett7e@java.com,'biology',3/1/1980,3,Bennett
6658956,Leupold Dumbleton,354-465-8570,ldumbleton7f@instagram.com,'cardiology',4/13/1977,2,Dumbleton
4221274,Vinson Pickhaver,190-494-8331,vpickhaver7g@51.la,'chemistry',2/17/1996,2,Pickhaver
7420620,Romona Giovanizio,559-703-3403,rgiovanizio7h@cmu.edu,'physics',11/26/1964,4,Giovanizio
8740098,Myrna Peers,956-321-6978,mpeers7i@theglobeandmail.com,'astronomy',2/16/1987,4,Peers
8103236,Latrena Janak,355-800-0267,ljanak7j@de.vu,'ecology',6/29/1983,2,Janak
7131330,Cymbre Blum,108-350-1786,cblum7k@amazon.co.jp,'economics',6/7/1975,4,Blum
7724125,Frayda Alldritt,559-573-0914,falldritt7l@yellowpages.com,'english',7/5/1966,2,Alldritt
6658635,Franciskus Wyett,539-132-4870,fwyett7m@diigo.com,'engineering',4/13/1982,4,Wyett
3279694,Bartlet Tesdale,221-334-5641,btesdale7n@nsw.gov.au,'neurology',9/27/1981,4,Tesdale
8415132,Andris Buckie,201-350-8402,abuckie7o@blogger.com,'oncology',10/5/1976,1,Buckie
3656189,Theodoric Jaksic,523-660-1109,tjaksic7p@ted.com,'theatre',11/12/1961,4,Jaksic
9640192,Quintin Donati,441-103-6088,qdonati7q@eepurl.com,'psychology',2/1/1995,2,Donati
2609133,Dianna Cawthorn,611-688-5106,dcawthorn7r@digg.com,'sociology',5/26/1966,2,Cawthorn
2790368,Anabal Gurg,100-663-7760,agurg7s@umn.edu,'math',10/30/2000,4,Gurg
2529634,Teddie Biasetti,743-955-1485,tbiasetti7t@surveymonkey.com,'computer science',3/17/1966,2,Biasetti
1724659,Rod Bouzek,800-734-5540,rbouzek7u@gnu.org,'anthropology',10/24/1965,4,Bouzek
9199087,Mildrid Holtaway,891-460-3727,mholtaway7v@umich.edu,'art',4/3/2004,4,Holtaway
5371635,Sarge Askam,437-625-2354,saskam7w@wired.com,'history',10/17/1987,2,Askam
1173025,Linnet Blakey,441-596-0861,lblakey7x@1688.com,'geographics',3/1/1988,5,Blakey
1520191,Agnella Philps,618-207-5251,aphilps7y@yolasite.com,'biology',11/21/1978,3,Philps
4872290,Catha Bilofsky,369-234-3042,cbilofsky7z@mac.com,'cardiology',6/3/2008,1,Bilofsky
8729588,Fleurette Filkin,455-128-4156,ffilkin80@ca.gov,'chemistry',6/6/2003,5,Filkin
5188392,Bobbie Reyes,334-471-6453,breyes81@theatlantic.com,'physics',12/3/1998,5,Reyes
9977088,Kacy Combes,349-705-3585,kcombes82@1688.com,'astronomy',12/26/1983,1,Combes
4914528,Ami McGennis,923-845-6218,amcgennis83@w3.org,'ecology',1/30/1983,4,McGennis
5725974,Richart Clever,955-772-4052,rclever84@ucsd.edu,'economics',7/29/1978,2,Clever
6038610,Benedicto Parkisson,946-720-1876,bparkisson85@lulu.com,'english',5/26/1982,1,Parkisson
2699488,Abbe Speachley,753-251-0695,aspeachley86@thetimes.co.uk,'engineering',2/15/1975,5,Speachley
8065066,Hilliard Simao,451-555-1918,hsimao87@friendfeed.com,'neurology',3/8/1987,4,Simao
1381883,Adrea Muir,706-965-8769,amuir88@issuu.com,'oncology',11/15/2001,5,Muir
1676087,Angie Ebbin,205-668-7670,aebbin89@cbsnews.com,'theatre',8/9/1987,2,Ebbin
2521226,Freddi Lamyman,534-362-0550,flamyman8a@wordpress.com,'psychology',5/27/1976,3,Lamyman
9879143,Jarvis Darinton,794-588-9083,jdarinton8b@tiny.cc,'sociology',2/15/1964,5,Darinton
1116498,Rachele ducarme,184-747-9898,rducarme8c@indiegogo.com,'math',12/27/2000,2,ducarme
6347269,Randie Scripps,185-857-7192,rscripps8d@yellowbook.com,'computer science',7/10/1965,4,Scripps
4329360,Anastasie Carette,452-144-7703,acarette8e@tripadvisor.com,'anthropology',9/6/2006,5,Carette
3162161,Sadella Daville,559-676-9121,sdaville8f@wordpress.org,'art',5/15/1976,1,Daville
4123296,Lilly Jorczyk,560-832-8010,ljorczyk8g@house.gov,'history',8/18/1962,1,Jorczyk
1034117,Lammond McGraw,786-997-4549,lmcgraw8h@nps.gov,'geographics',10/23/1966,1,McGraw
2042467,Gothart Stoter,964-493-6801,gstoter8i@jimdo.com,'biology',6/30/1995,2,Stoter
6581184,Clo Cashley,215-507-8379,ccashley8j@wix.com,'cardiology',2/8/1991,5,Cashley
4672282,Linell Clifforth,730-358-3982,lclifforth8k@sina.com.cn,'chemistry',9/28/1994,2,Clifforth
8125474,Van Huddart,721-640-2790,vhuddart8l@google.ru,'physics',4/19/1976,3,Huddart
2761367,Wini Gregori,568-274-1908,wgregori8m@github.io,'astronomy',11/28/1988,5,Gregori
8834437,Jammie Gaven,356-190-6421,jgaven8n@dropbox.com,'ecology',6/18/1992,3,Gaven
2606529,Justus Michallat,942-728-3879,jmichallat8o@soup.io,'economics',2/27/1993,4,Michallat
1413866,Elwood Bartel,382-434-3694,ebartel8p@mapy.cz,'english',5/14/2009,4,Bartel
6276451,Christy Baress,159-867-3247,cbaress8q@booking.com,'engineering',3/25/1973,4,Baress
6488927,Claretta Hinks,757-883-2815,chinks8r@nps.gov,'neurology',9/23/1994,5,Hinks
6440361,Keeley Hollyar,782-418-3132,khollyar8s@elegantthemes.com,'oncology',9/21/2003,5,Hollyar
8844812,Giovanni Brasher,992-775-4598,gbrasher8t@icq.com,'theatre',12/31/2008,1,Brasher
7872885,Brynne Jamson,126-216-3908,bjamson8u@squarespace.com,'psychology',8/28/1987,4,Jamson
6809874,Tudor Somerbell,374-732-9604,tsomerbell8v@wikia.com,'sociology',4/14/2004,2,Somerbell
3178719,Callean Mallam,564-482-6799,cmallam8w@tmall.com,'math',8/27/1998,4,Mallam
2838325,Adoree MacAnellye,148-955-9942,amacanellye8x@chronoengine.com,'computer science',11/16/1977,2,MacAnellye
1195141,Witty Guiraud,404-808-4980,wguiraud8y@ow.ly,'anthropology',1/8/1974,2,Guiraud
6288621,Albrecht Donoghue,679-984-3583,adonoghue8z@ca.gov,'art',12/6/2006,3,Donoghue
9896546,Kiele Allum,622-376-8431,kallum90@msu.edu,'history',2/11/1982,4,Allum
5852499,Samson Allott,132-307-5898,sallott91@oracle.com,'geographics',5/30/1981,1,Allott
6296169,Alfy O'Ruane,411-302-1377,aoruane92@prlog.org,'biology',1/27/2003,3,O'Ruane
6068567,Dorie Merit,784-325-0062,dmerit93@phoca.cz,'cardiology',2/15/2009,5,Merit
1465499,Marissa Bamborough,266-331-8975,mbamborough94@slate.com,'chemistry',11/12/1999,5,Bamborough
4159901,Waylen Wakelin,379-632-4372,wwakelin95@jigsy.com,'physics',7/3/1968,2,Wakelin
2649555,Samuel Aspinell,698-228-1130,saspinell96@amazon.com,'astronomy',2/22/1984,5,Aspinell
7674843,Ali Cawker,943-646-0425,acawker97@google.co.jp,'ecology',12/5/2000,1,Cawker
5164081,Barron Hurley,572-658-7737,bhurley98@smugmug.com,'economics',2/26/1990,4,Hurley
5612454,Eleanore Blood,672-503-5297,eblood99@last.fm,'english',3/3/1963,3,Blood
8350193,Violette Darlow,954-509-9130,vdarlow9a@over-blog.com,'engineering',10/19/1964,3,Darlow
9430516,Had Bamlett,855-730-2599,hbamlett9b@phoca.cz,'neurology',2/26/2005,3,Bamlett
1995465,Eachelle Simounet,360-977-8473,esimounet9c@imageshack.us,'oncology',4/12/2004,4,Simounet
1334515,Filbert Pickering,366-903-4429,fpickering9d@imgur.com,'theatre',1/22/1991,5,Pickering
9852736,Brina Southey,431-398-7192,bsouthey9e@timesonline.co.uk,'psychology',9/26/1987,3,Southey
4495699,Emilia Gianinotti,442-166-8382,egianinotti9f@whitehouse.gov,'sociology',8/24/1966,5,Gianinotti
2795704,Christiano Lucius,870-968-4412,clucius9g@nationalgeographic.com,'math',10/15/1976,2,Lucius
4831944,Alfie McArdell,913-752-1088,amcardell9h@chron.com,'computer science',6/12/2009,2,McArdell
8417417,Micky Robker,305-667-8161,mrobker9i@seattletimes.com,'anthropology',11/21/1998,1,Robker
9033508,Bram Bresson,341-540-4096,bbresson9j@japanpost.jp,'art',7/12/1966,4,Bresson
8631417,Josh Franc,949-597-2514,jfranc9k@un.org,'history',5/18/1992,1,Franc
4724627,Lyle Tansley,580-500-5565,ltansley9l@technorati.com,'geographics',11/8/1976,3,Tansley
8484961,Bridget Dorling,240-721-1771,bdorling9m@list-manage.com,'biology',4/2/1981,3,Dorling
3403475,Georgia Fautley,536-386-2467,gfautley9n@jimdo.com,'cardiology',9/2/1991,5,Fautley
1194437,Darn Agglione,249-258-5774,dagglione9o@kickstarter.com,'chemistry',11/14/1989,1,Agglione
1076973,Weider Coakley,624-678-8139,wcoakley9p@weebly.com,'physics',12/13/1989,3,Coakley
4311937,Lauree Easterfield,544-169-7073,leasterfield9q@irs.gov,'astronomy',9/15/1960,1,Easterfield
3737014,Chance Bode,566-823-7315,cbode9r@bluehost.com,'ecology',3/26/1987,4,Bode
1550809,Jeffy Devita,267-794-4813,jdevita9s@technorati.com,'economics',1/28/1999,1,Devita
1190522,Kandace Tarr,299-266-1140,ktarr9t@state.tx.us,'english',12/5/1968,2,Tarr
5394551,Almeta Whebell,160-989-7363,awhebell9u@hud.gov,'engineering',9/13/1974,3,Whebell
6727825,Giorgi Brigdale,790-332-4151,gbrigdale9v@miitbeian.gov.cn,'neurology',3/29/1960,1,Brigdale
4586248,Inger Cicchinelli,878-375-5059,icicchinelli9w@nasa.gov,'oncology',9/1/1990,4,Cicchinelli
6148289,Faustina Bullman,391-314-6201,fbullman9x@godaddy.com,'theatre',7/2/1961,1,Bullman
8594045,Olga Dodson,235-317-1292,ododson9y@google.cn,'psychology',2/25/1996,5,Dodson
5742541,Gabrila Cusack,502-500-7076,gcusack9z@creativecommons.org,'sociology',7/29/2000,5,Cusack
8282210,Odo Blindmann,484-806-3120,oblindmanna0@livejournal.com,'math',10/11/2004,3,Blindmann
4982548,Cloe Battill,230-522-8424,cbattilla1@bloglovin.com,'computer science',6/11/1995,5,Battill
9823044,Garth Eborn,579-334-5958,geborna2@example.com,'anthropology',11/8/1998,4,Eborn
8634239,Sophi Kuban,124-921-5770,skubana3@deliciousdays.com,'art',3/4/1964,3,Kuban
8658671,Hannis Retchford,282-502-0331,hretchforda4@sphinn.com,'history',12/3/1988,3,Retchford
8521473,Culley Bassam,215-582-1902,cbassama5@seesaa.net,'geographics',7/3/1972,2,Bassam
5510332,Denny Lynas,612-323-3337,dlynasa6@timesonline.co.uk,'biology',11/11/1974,3,Lynas
3637060,Merry McCourtie,766-344-5068,mmccourtiea7@mlb.com,'cardiology',7/30/1981,5,McCourtie
9132122,Rodge Kelland,291-524-9185,rkellanda8@mac.com,'chemistry',2/5/1969,1,Kelland
1827751,Lori Lamblin,286-642-3820,llamblina9@globo.com,'physics',7/14/1964,1,Lamblin
2231301,Obediah Ellerby,775-410-3083,oellerbyaa@nifty.com,'astronomy',8/3/1980,1,Ellerby
9946722,North Twopenny,577-869-9786,ntwopennyab@nasa.gov,'ecology',5/20/1971,1,Twopenny
2982439,Dorella Nise,406-208-4398,dniseac@newsvine.com,'economics',2/23/2004,5,Nise
2013363,Dirk Broadfoot,386-126-4224,dbroadfootad@ustream.tv,'english',2/3/1962,1,Broadfoot
7660918,Doti Brechin,959-772-6169,dbrechinae@thetimes.co.uk,'engineering',5/21/1978,5,Brechin
7310416,Masha Tripet,357-120-1644,mtripetaf@goodreads.com,'neurology',2/16/1981,1,Tripet
5576591,Jessie Paxforde,657-386-8671,jpaxfordeag@independent.co.uk,'oncology',8/11/1987,3,Paxforde
7784114,Crichton Rosenvasser,289-932-5862,crosenvasserah@360.cn,'theatre',7/2/1993,2,Rosenvasser
2603747,Adan Thebe,254-744-0140,athebeai@ovh.net,'psychology',11/9/2009,5,Thebe
2859335,Mannie Ruddle,615-286-3769,mruddleaj@yale.edu,'sociology',8/12/1972,5,Ruddle
7554711,Felizio Errowe,320-177-9539,ferroweak@amazon.co.jp,'math',3/26/1998,4,Errowe
4351964,Johann Droghan,148-954-9650,jdroghanal@home.pl,'computer science',1/10/1968,3,Droghan
8463903,Alyce Brient,583-716-3153,abrientam@nytimes.com,'anthropology',10/5/1976,5,Brient
2977015,Dorrie Bohlje,682-298-6852,dbohljean@github.com,'art',5/6/1975,4,Bohlje
4625244,Catina Softley,489-774-6147,csoftleyao@pbs.org,'history',8/11/1966,3,Softley
8333711,Nickie Ormston,383-996-3118,normstonap@nyu.edu,'geographics',7/10/1997,2,Ormston
9431594,Wadsworth Cawdron,512-741-0729,wcawdronaq@sitemeter.com,'biology',9/1/1974,5,Cawdron
6167642,Brooks Vispo,333-386-9643,bvispoar@shareasale.com,'cardiology',3/21/1982,5,Vispo
8862974,Faun Catlow,298-206-3663,fcatlowas@about.me,'chemistry',10/9/1982,1,Catlow
7081570,Lian Elsmore,178-641-3921,lelsmoreat@163.com,'physics',7/31/1988,1,Elsmore
6055990,Patten Wolvey,295-538-8946,pwolveyau@dedecms.com,'astronomy',7/12/1996,2,Wolvey
7565903,Mikol De Simone,694-863-3649,mdeav@dell.com,'ecology',7/31/2007,5,De Simone
5140186,Penn Josephsen,455-860-2726,pjosephsenaw@sohu.com,'economics',5/22/1975,2,Josephsen
3212136,Gardy Lodwick,794-823-2354,glodwickax@qq.com,'english',2/2/1980,1,Lodwick
2947537,Cherie Duberry,589-908-9282,cduberryay@rambler.ru,'engineering',8/6/1987,3,Duberry
4076072,Merola Sampson,703-993-5448,msampsonaz@ed.gov,'neurology',1/25/1996,1,Sampson
8014519,Garek Roussel,701-841-1687,grousselb0@bloomberg.com,'oncology',6/4/2004,5,Roussel
8567603,Lynn Toller,862-466-9273,ltollerb1@addtoany.com,'theatre',6/14/1974,2,Toller
1640746,Chandal Langfat,114-520-9853,clangfatb2@about.me,'psychology',5/7/1982,5,Langfat
2594229,Eileen Retallack,829-131-6341,eretallackb3@google.es,'sociology',4/4/1997,1,Retallack
